,,,,,oral_scc,oral_non,oral_lip_scc,oral_lip_non,oral_tongue_scc,oral_tongue_non,oral_salivary_scc,oral_salivary_non,oral_floor_scc,oral_floor_non,oral_gum_scc,oral_gum_non,oral_nasopharynx_scc,oral_nasopharynx_non,oral_tonsil_scc,oral_tonsil_non,oral_oropharynx_scc,oral_oropharynx_non,oral_hypopharynx_scc,oral_hypopharynx_non,oral_other_scc,oral_other_non
  GA: Wilcox County (13315),2000-2004,male,0-44,nhw,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
  GA: Wilcox County (13315),2000-2004,male,45-64,nhw,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
  GA: Wilcox County (13315),2000-2004,male,65+,nhw,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
  GA: Wilcox County (13315),2000-2004,female,0-44,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Wilcox County (13315),2000-2004,female,45-64,nhw,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
  GA: Wilcox County (13315),2000-2004,female,65+,nhw,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
  GA: Wilcox County (13315),2005-2009,male,0-44,nhw,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Wilcox County (13315),2005-2009,male,45-64,nhw,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Wilcox County (13315),2005-2009,male,65+,nhw,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Wilcox County (13315),2005-2009,female,0-44,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Wilcox County (13315),2005-2009,female,45-64,nhw,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
  GA: Wilcox County (13315),2005-2009,female,65+,nhw,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
  GA: Wilcox County (13315),2010-2013,male,0-44,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Wilcox County (13315),2010-2013,male,45-64,nhw,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
  GA: Wilcox County (13315),2010-2013,male,65+,nhw,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Wilcox County (13315),2010-2013,female,0-44,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Wilcox County (13315),2010-2013,female,45-64,nhw,2,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
  GA: Wilcox County (13315),2010-2013,female,65+,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Wilkes County (13317),2000-2004,male,0-44,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Wilkes County (13317),2000-2004,male,45-64,nhw,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
  GA: Wilkes County (13317),2000-2004,male,65+,nhw,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
  GA: Wilkes County (13317),2000-2004,female,0-44,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Wilkes County (13317),2000-2004,female,45-64,nhw,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
  GA: Wilkes County (13317),2000-2004,female,65+,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Wilkes County (13317),2005-2009,male,0-44,nhw,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
  GA: Wilkes County (13317),2005-2009,male,45-64,nhw,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
  GA: Wilkes County (13317),2005-2009,male,65+,nhw,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Wilkes County (13317),2005-2009,female,0-44,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Wilkes County (13317),2005-2009,female,45-64,nhw,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
  GA: Wilkes County (13317),2005-2009,female,65+,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Wilkes County (13317),2010-2013,male,0-44,nhw,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
  GA: Wilkes County (13317),2010-2013,male,45-64,nhw,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
  GA: Wilkes County (13317),2010-2013,male,65+,nhw,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
  GA: Wilkes County (13317),2010-2013,female,0-44,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Wilkes County (13317),2010-2013,female,45-64,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Wilkes County (13317),2010-2013,female,65+,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Wilkinson County (13319),2000-2004,male,0-44,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Wilkinson County (13319),2000-2004,male,45-64,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Wilkinson County (13319),2000-2004,male,65+,nhw,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
  GA: Wilkinson County (13319),2000-2004,female,0-44,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Wilkinson County (13319),2000-2004,female,45-64,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Wilkinson County (13319),2000-2004,female,65+,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Wilkinson County (13319),2005-2009,male,0-44,nhw,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
  GA: Wilkinson County (13319),2005-2009,male,45-64,nhw,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0
  GA: Wilkinson County (13319),2005-2009,male,65+,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Wilkinson County (13319),2005-2009,female,0-44,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Wilkinson County (13319),2005-2009,female,45-64,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Wilkinson County (13319),2005-2009,female,65+,nhw,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Wilkinson County (13319),2010-2013,male,0-44,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Wilkinson County (13319),2010-2013,male,45-64,nhw,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Wilkinson County (13319),2010-2013,male,65+,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Wilkinson County (13319),2010-2013,female,0-44,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Wilkinson County (13319),2010-2013,female,45-64,nhw,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
  GA: Wilkinson County (13319),2010-2013,female,65+,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Worth County (13321),2000-2004,male,0-44,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Worth County (13321),2000-2004,male,45-64,nhw,4,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0
  GA: Worth County (13321),2000-2004,male,65+,nhw,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
  GA: Worth County (13321),2000-2004,female,0-44,nhw,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Worth County (13321),2000-2004,female,45-64,nhw,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Worth County (13321),2000-2004,female,65+,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Worth County (13321),2005-2009,male,0-44,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Worth County (13321),2005-2009,male,45-64,nhw,5,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
  GA: Worth County (13321),2005-2009,male,65+,nhw,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
  GA: Worth County (13321),2005-2009,female,0-44,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Worth County (13321),2005-2009,female,45-64,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Worth County (13321),2005-2009,female,65+,nhw,4,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
  GA: Worth County (13321),2010-2013,male,0-44,nhw,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Worth County (13321),2010-2013,male,45-64,nhw,3,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
  GA: Worth County (13321),2010-2013,male,65+,nhw,2,2,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
  GA: Worth County (13321),2010-2013,female,0-44,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Worth County (13321),2010-2013,female,45-64,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  GA: Worth County (13321),2010-2013,female,65+,nhw,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
  IA: Adair County (19001),2000-2004,male,0-44,nhw,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Adair County (19001),2000-2004,male,45-64,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Adair County (19001),2000-2004,male,65+,nhw,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
  IA: Adair County (19001),2000-2004,female,0-44,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Adair County (19001),2000-2004,female,45-64,nhw,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Adair County (19001),2000-2004,female,65+,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Adair County (19001),2005-2009,male,0-44,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Adair County (19001),2005-2009,male,45-64,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Adair County (19001),2005-2009,male,65+,nhw,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
  IA: Adair County (19001),2005-2009,female,0-44,nhw,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Adair County (19001),2005-2009,female,45-64,nhw,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Adair County (19001),2005-2009,female,65+,nhw,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
  IA: Adair County (19001),2010-2013,male,0-44,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Adair County (19001),2010-2013,male,45-64,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Adair County (19001),2010-2013,male,65+,nhw,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Adair County (19001),2010-2013,female,0-44,nhw,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
  IA: Adair County (19001),2010-2013,female,45-64,nhw,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
  IA: Adair County (19001),2010-2013,female,65+,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Adams County (19003),2000-2004,male,0-44,nhw,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Adams County (19003),2000-2004,male,45-64,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Adams County (19003),2000-2004,male,65+,nhw,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Adams County (19003),2000-2004,female,0-44,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Adams County (19003),2000-2004,female,45-64,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Adams County (19003),2000-2004,female,65+,nhw,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
  IA: Adams County (19003),2005-2009,male,0-44,nhw,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
  IA: Adams County (19003),2005-2009,male,45-64,nhw,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
  IA: Adams County (19003),2005-2009,male,65+,nhw,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
  IA: Adams County (19003),2005-2009,female,0-44,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Adams County (19003),2005-2009,female,45-64,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Adams County (19003),2005-2009,female,65+,nhw,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Adams County (19003),2010-2013,male,0-44,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Adams County (19003),2010-2013,male,45-64,nhw,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Adams County (19003),2010-2013,male,65+,nhw,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Adams County (19003),2010-2013,female,0-44,nhw,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Adams County (19003),2010-2013,female,45-64,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Adams County (19003),2010-2013,female,65+,nhw,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Allamakee County (19005),2000-2004,male,0-44,nhw,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Allamakee County (19005),2000-2004,male,45-64,nhw,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
  IA: Allamakee County (19005),2000-2004,male,65+,nhw,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Allamakee County (19005),2000-2004,female,0-44,nhw,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Allamakee County (19005),2000-2004,female,45-64,nhw,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Allamakee County (19005),2000-2004,female,65+,nhw,3,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
  IA: Allamakee County (19005),2005-2009,male,0-44,nhw,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
  IA: Allamakee County (19005),2005-2009,male,45-64,nhw,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Allamakee County (19005),2005-2009,male,65+,nhw,4,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
  IA: Allamakee County (19005),2005-2009,female,0-44,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Allamakee County (19005),2005-2009,female,45-64,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Allamakee County (19005),2005-2009,female,65+,nhw,4,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
  IA: Allamakee County (19005),2010-2013,male,0-44,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Allamakee County (19005),2010-2013,male,45-64,nhw,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Allamakee County (19005),2010-2013,male,65+,nhw,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
  IA: Allamakee County (19005),2010-2013,female,0-44,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Allamakee County (19005),2010-2013,female,45-64,nhw,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
  IA: Allamakee County (19005),2010-2013,female,65+,nhw,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
  IA: Appanoose County (19007),2000-2004,male,0-44,nhw,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Appanoose County (19007),2000-2004,male,45-64,nhw,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
  IA: Appanoose County (19007),2000-2004,male,65+,nhw,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Appanoose County (19007),2000-2004,female,0-44,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Appanoose County (19007),2000-2004,female,45-64,nhw,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Appanoose County (19007),2000-2004,female,65+,nhw,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Appanoose County (19007),2005-2009,male,0-44,nhw,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
  IA: Appanoose County (19007),2005-2009,male,45-64,nhw,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Appanoose County (19007),2005-2009,male,65+,nhw,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Appanoose County (19007),2005-2009,female,0-44,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Appanoose County (19007),2005-2009,female,45-64,nhw,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Appanoose County (19007),2005-2009,female,65+,nhw,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
  IA: Appanoose County (19007),2010-2013,male,0-44,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Appanoose County (19007),2010-2013,male,45-64,nhw,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
  IA: Appanoose County (19007),2010-2013,male,65+,nhw,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Appanoose County (19007),2010-2013,female,0-44,nhw,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Appanoose County (19007),2010-2013,female,45-64,nhw,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
  IA: Appanoose County (19007),2010-2013,female,65+,nhw,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
  IA: Audubon County (19009),2000-2004,male,0-44,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Audubon County (19009),2000-2004,male,45-64,nhw,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
  IA: Audubon County (19009),2000-2004,male,65+,nhw,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Audubon County (19009),2000-2004,female,0-44,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Audubon County (19009),2000-2004,female,45-64,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Audubon County (19009),2000-2004,female,65+,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Audubon County (19009),2005-2009,male,0-44,nhw,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
  IA: Audubon County (19009),2005-2009,male,45-64,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Audubon County (19009),2005-2009,male,65+,nhw,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
  IA: Audubon County (19009),2005-2009,female,0-44,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Audubon County (19009),2005-2009,female,45-64,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Audubon County (19009),2005-2009,female,65+,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Audubon County (19009),2010-2013,male,0-44,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Audubon County (19009),2010-2013,male,45-64,nhw,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Audubon County (19009),2010-2013,male,65+,nhw,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Audubon County (19009),2010-2013,female,0-44,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Audubon County (19009),2010-2013,female,45-64,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Audubon County (19009),2010-2013,female,65+,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Benton County (19011),2000-2004,male,0-44,nhw,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Benton County (19011),2000-2004,male,45-64,nhw,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Benton County (19011),2000-2004,male,65+,nhw,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
  IA: Benton County (19011),2000-2004,female,0-44,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Benton County (19011),2000-2004,female,45-64,nhw,3,2,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,0,0
  IA: Benton County (19011),2000-2004,female,65+,nhw,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Benton County (19011),2005-2009,male,0-44,nhw,3,1,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
  IA: Benton County (19011),2005-2009,male,45-64,nhw,6,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
  IA: Benton County (19011),2005-2009,male,65+,nhw,4,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
  IA: Benton County (19011),2005-2009,female,0-44,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Benton County (19011),2005-2009,female,45-64,nhw,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
  IA: Benton County (19011),2005-2009,female,65+,nhw,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Benton County (19011),2010-2013,male,0-44,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Benton County (19011),2010-2013,male,45-64,nhw,4,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
  IA: Benton County (19011),2010-2013,male,65+,nhw,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Benton County (19011),2010-2013,female,0-44,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Benton County (19011),2010-2013,female,45-64,nhw,2,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Benton County (19011),2010-2013,female,65+,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Black Hawk County (19013),2000-2004,male,0-44,nhw,4,1,0,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
  IA: Black Hawk County (19013),2000-2004,male,45-64,nhw,19,2,2,0,4,0,0,0,2,0,5,0,0,1,5,1,1,0,0,0,0,0
  IA: Black Hawk County (19013),2000-2004,male,65+,nhw,9,2,0,0,2,1,1,1,2,0,2,0,0,0,1,0,0,0,1,0,0,0
  IA: Black Hawk County (19013),2000-2004,female,0-44,nhw,2,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Black Hawk County (19013),2000-2004,female,45-64,nhw,9,2,0,0,3,0,0,2,1,0,1,0,1,0,3,0,0,0,0,0,0,0
  IA: Black Hawk County (19013),2000-2004,female,65+,nhw,6,4,1,0,4,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0
  IA: Black Hawk County (19013),2005-2009,male,0-44,nhw,8,2,1,0,4,0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0
  IA: Black Hawk County (19013),2005-2009,male,45-64,nhw,19,5,1,0,5,0,1,2,4,0,1,0,1,1,5,2,1,0,0,0,0,0
